Date,Open,High,Low,Close,Adjusted_close,Volume
2023-01-18,335.2,342.8,329.2,332.8,332.8,37062
2023-01-19,330.0,334.8,324.6,331.0,331.0,33107
2023-01-20,335.2,338.0,328.6,330.2,330.2,32511
2023-01-23,335.0,335.0,325.2,328.0,328.0,41094
2023-01-24,331.6,334.0,325.4,329.0,329.0,27438
2023-01-25,322.8,328.6,308.4,313.4,313.4,111189
2023-01-26,317.8,324.0,309.8,322.6,322.6,29307
2023-01-27,325.0,325.8,316.2,317.4,317.4,26931
2023-01-30,310.0,313.6,306.2,309.2,309.2,29436
2023-01-31,309.0,320.8,307.8,317.8,317.8,42001
2023-02-01,320.0,321.8,314.0,314.8,314.8,27147
2023-02-02,320.4,323.6,313.0,318.8,318.8,29079
2023-02-03,320.2,322.8,316.2,320.0,320.0,32040
2023-02-06,320.0,322.2,310.4,312.6,312.6,22043
2023-02-07,315.0,319.0,311.6,312.6,312.6,19081
2023-02-08,314.0,320.0,314.0,318.0,318.0,21321
2023-02-09,320.6,328.2,318.0,319.0,319.0,37485
2023-02-10,321.0,322.0,305.8,309.4,309.4,41237
2023-02-13,310.0,316.0,306.6,313.0,313.0,27195
2023-02-14,315.0,320.8,313.4,320.0,320.0,48674
2023-02-15,320.0,325.0,317.0,321.4,321.4,90613
2023-02-16,321.6,327.8,302.2,327.2,327.2,174687
2023-02-17,323.8,326.0,315.0,322.0,322.0,59888
2023-02-20,322.8,322.8,314.2,319.2,319.2,17012
2023-02-21,320.6,320.6,310.4,314.6,314.6,20682
2023-02-22,318.2,318.2,310.0,312.0,312.0,27797
2023-02-23,312.0,315.0,310.0,314.0,314.0,15398
2023-02-24,315.0,319.2,313.2,317.6,317.6,17065
2023-02-27,320.8,321.4,316.0,316.0,316.0,9734
2023-02-28,316.0,329.2,315.4,328.0,328.0,56746
2023-03-01,326.4,327.8,319.0,323.8,323.8,27481
2023-03-02,324.0,324.0,311.2,311.2,311.2,31588
2023-03-03,314.0,317.0,311.8,316.2,316.2,10336
2023-03-06,319.2,328.8,316.4,326.4,326.4,26274
2023-03-07,328.0,329.0,321.0,321.0,321.0,18095
2023-03-08,321.2,325.4,317.0,321.8,321.8,10198
2023-03-09,325.0,325.2,316.4,317.8,317.8,13537
2023-03-10,315.0,315.8,301.4,304.2,304.2,39237
2023-03-13,310.0,310.2,287.6,295.8,295.8,50530
2023-03-14,294.4,299.6,288.8,294.6,294.6,39277
2023-03-15,294.4,298.8,280.0,286.0,286.0,40638
2023-03-16,290.8,292.8,274.6,283.0,283.0,65186
2023-03-17,286.0,290.0,270.0,272.8,272.8,62789
2023-03-20,275.0,275.2,256.4,273.8,273.8,43662
2023-03-21,276.0,288.0,275.6,288.0,288.0,29086
2023-03-22,288.4,290.2,280.0,281.2,281.2,19698
2023-03-23,281.0,284.6,276.0,283.0,283.0,20725
2023-03-24,280.0,282.4,270.6,274.2,274.2,32961
2023-03-27,274.2,279.8,271.0,277.0,277.0,15692
2023-03-28,277.0,294.4,277.0,286.8,286.8,30657
2023-03-29,292.6,299.2,288.0,298.8,298.8,29869
2023-03-30,300.8,306.6,300.0,305.8,305.8,41954
2023-03-31,306.0,308.6,301.4,306.4,306.4,28572
2023-04-03,309.8,320.6,307.0,319.0,319.0,24968
2023-04-04,318.8,327.2,318.6,324.4,324.4,30444
2023-04-05,316.2,324.2,313.2,320.8,320.8,23852
