Date,Open,High,Low,Close,Start Date,End Date,Pattern,Pattern Present
2022-12-16,56092.65,56367.36,55598.8,56032.12,18,26,3,1
2022-12-19,56072.3,56400.23,55977.92,56118.16,18,26,3,1
2022-12-20,55678.17,56656.26,55643.34,56656.26,18,26,3,1
2022-12-21,56705.77,57291.89,56475.29,57291.89,18,26,3,1
2022-12-22,57344.84,57545.79,56976.04,57088.69,18,26,3,1
2022-12-23,57021.53,57112.15,56802.0,57039.91,18,26,3,1
2022-12-27,57342.01,57355.9,56473.03,56574.46,18,26,3,1
2022-12-28,56488.86,56811.6,56398.97,56641.19,18,26,3,1
2022-12-29,56673.76,57637.95,56572.72,57637.95,18,26,3,1
2022-12-30,57421.88,57548.02,57283.79,57462.68,18,26,3,1
2023-01-02,57578.13,58118.99,57512.46,57694.0,18,26,3,1
2023-01-03,57871.29,59044.73,57785.32,58795.62,18,26,3,1
2023-01-04,58944.64,59781.73,58881.22,59754.4,18,26,3,1
2023-01-05,59568.59,60645.24,59524.48,59854.8,18,26,3,1
2023-01-09,60649.5,61364.58,60571.24,61364.58,18,26,3,1
2023-01-10,60984.99,62024.09,60860.0,61967.33,18,26,3,1
2023-01-11,62101.65,62450.32,61252.96,61279.52,18,26,3,1
2023-01-12,61540.96,62233.89,61436.15,61751.5,18,26,3,1
2023-01-13,61844.3,62000.18,61206.3,61565.83,18,26,3,1
2023-01-16,61650.84,62073.15,61028.66,61867.14,18,26,3,1
2023-01-17,61800.72,61862.74,60912.28,61041.14,18,26,3,1
2023-01-18,61189.63,61579.29,60756.32,61176.97,18,26,3,1
2023-01-19,60634.86,60893.33,59952.2,60555.94,18,26,3,1
2023-01-20,60856.94,60878.93,60375.17,60788.05,18,26,3,1
2023-01-23,61217.8,61738.64,61066.44,61619.86,18,26,3,1
2023-01-24,61961.48,62288.93,61370.25,61500.61,18,26,3,1
2023-01-25,61013.76,61053.48,60369.58,60530.45,18,26,3,1
2023-01-26,61188.65,61446.27,60706.81,61235.79,18,26,3,1
2023-01-27,61357.11,61606.21,61202.73,61269.7,18,26,3,1
2023-01-30,60996.02,61018.69,60445.03,60589.15,18,26,3,1
2023-01-31,60427.35,61362.75,60332.71,61286.58,18,26,3,1
2023-02-01,61294.61,61509.93,60488.42,60488.42,18,26,3,1
2023-02-02,61312.43,61685.76,60758.74,61367.64,18,26,3,1
2023-02-03,61297.78,61753.12,61189.29,61465.85,18,26,3,1
2023-02-06,61285.22,61340.03,60318.18,60343.17,18,26,3,1
2023-02-07,60628.0,60659.03,60181.82,60491.08,18,26,3,1
2023-02-08,60997.36,61218.89,60826.99,60952.29,18,26,3,1
2023-02-09,61233.13,61791.66,61179.12,61394.17,18,26,3,1
2023-02-10,61035.89,61091.53,59742.03,60008.87,18,26,3,1
2023-02-13,60364.72,60375.59,59726.8,60106.84,18,26,3,1
2023-02-14,60325.46,60521.65,59876.0,60141.79,18,26,3,1
2023-02-15,60004.29,60611.64,59937.26,60584.75,18,26,3,1
2023-02-16,60876.8,61038.82,59967.76,60608.71,18,26,3,1
2023-02-17,60206.85,60630.89,60086.05,60459.17,18,26,3,1
2023-02-20,60597.17,60597.17,60055.23,60242.74,18,26,3,1
2023-02-21,60086.0,60218.55,59207.19,59514.95,18,26,3,1
2023-02-22,59363.04,59374.81,58411.69,58700.74,18,26,3,1
2023-02-23,58866.16,59509.86,58834.54,59474.66,18,26,3,1
2023-02-24,59494.83,59704.92,58914.42,59051.34,18,26,3,1
