Date,Open,High,Low,Close,Adjusted_close,Volume
2023-01-27,30.2,30.35,29.72,30.125,30.125,2295170
2023-01-30,29.9,30.085,29.5,29.69,29.69,1396128
2023-01-31,29.5,30.2,29.25,29.96,29.96,2839795
2023-02-01,30.0,30.125,28.955,29.555,29.555,2212486
2023-02-02,30.1,31.3,30.03,31.07,31.07,5367110
2023-02-03,30.89,31.73,30.5,31.505,31.505,5374855
2023-02-06,31.035,31.8,30.89,31.125,31.125,3233754
2023-02-07,31.14,31.2,30.365,30.88,30.88,2235740
2023-02-08,31.0,32.025,30.99,31.39,31.39,2181402
2023-02-09,31.48,31.93,31.1,31.24,31.24,1360724
2023-02-10,30.9,30.9,29.235,29.68,29.68,3499271
2023-02-13,29.68,29.845,29.36,29.725,29.725,1145251
2023-02-14,30.0,30.215,29.4,29.565,29.565,1666614
2023-02-15,29.585,29.945,29.36,29.6,29.6,743033
2023-02-16,29.95,30.01,28.82,29.15,29.15,1434538
2023-02-17,28.8,29.37,28.5,29.03,29.03,2087373
2023-02-20,29.22,29.635,28.615,28.825,28.825,1566714
2023-02-21,28.9,28.9,27.63,27.7,27.7,3742275
2023-02-22,27.615,28.105,27.15,27.99,27.99,3692902
2023-02-23,27.99,29.1,27.99,28.8,28.8,2228394
2023-02-24,28.99,29.08,28.27,28.4,28.4,1878429
2023-02-27,28.4,29.15,28.395,28.8,28.8,1717354
2023-02-28,28.8,29.455,28.43,29.055,29.055,3695950
2023-03-01,29.35,29.355,28.13,28.295,28.295,1713137
2023-03-02,28.01,28.315,27.745,27.825,27.825,2554118
2023-03-03,28.08,28.815,28.0,28.74,28.74,1518399
2023-03-06,29.0,29.18,28.525,28.855,28.855,1246683
2023-03-07,28.9,29.22,28.07,28.29,28.29,1425498
2023-03-08,28.0,28.48,27.825,28.335,28.335,1408541
2023-03-09,28.475,28.475,27.92,28.045,28.045,794950
2023-03-10,27.355,27.735,27.01,27.39,27.39,1956089
2023-03-13,27.35,27.815,26.315,27.16,27.16,2648483
2023-03-14,27.3,27.735,27.01,27.535,27.535,1589307
2023-03-15,27.655,27.76,26.6,26.925,26.925,2379330
2023-03-16,27.18,27.3,26.35,27.3,27.3,2021457
2023-03-17,27.37,27.7,26.405,26.81,26.81,2888049
2023-03-20,26.8,27.18,26.15,27.1,27.1,1053943
2023-03-21,27.2,27.28,25.86,26.12,26.12,3593176
2023-03-22,26.42,26.72,26.075,26.265,26.265,1902575
2023-03-23,26.44,26.655,25.72,26.38,26.38,1350550
2023-03-24,26.08,26.58,25.91,26.015,26.015,1672188
2023-03-27,26.005,26.47,25.98,26.16,26.16,1901724
2023-03-28,26.375,26.825,25.9,25.9,25.9,2906529
2023-03-29,26.18,26.43,25.535,26.105,26.105,3272679
2023-03-30,26.72,30.245,26.68,29.755,29.755,9721791
2023-03-31,29.73,29.75,28.86,29.305,29.305,2913433
2023-04-03,29.5,30.86,29.295,30.595,30.595,2494157
2023-04-04,30.63,31.045,30.055,30.37,30.37,1454444
2023-04-05,30.36,30.58,29.795,30.015,30.015,1654262
2023-04-06,30.06,30.14,29.8,30.025,30.025,787542
2023-04-11,30.0,30.85,29.62,30.51,30.51,2021798
2023-04-12,30.4,31.37,30.345,31.02,31.02,2104745
2023-04-13,30.92,31.96,30.8,31.78,31.78,3169958
2023-04-14,31.98,32.1,31.01,31.08,31.08,1322322
2023-04-17,31.175,32.065,30.55,31.83,31.83,1355565
2023-04-18,31.78,32.57,31.7,31.93,31.93,2063441
2023-04-19,31.9,32.555,31.455,32.385,32.385,1247956
2023-04-20,32.185,33.385,32.185,32.865,32.865,2603184
2023-04-21,32.805,32.855,31.8,32.825,32.825,1840881
2023-04-24,32.82,33.17,32.625,33.0,33.0,1031697
2023-04-25,33.0,33.0,32.13,32.355,32.355,1272754
2023-04-26,32.1,33.03,32.065,32.69,32.69,1509910
2023-04-27,32.8,33.39,32.505,33.37,33.37,1918062
2023-04-28,33.42,33.53,32.4,32.715,32.715,1681498
2023-05-02,32.455,33.2,32.455,32.665,32.665,1601943
2023-05-04,32.58,33.1,32.25,32.785,32.785,1787687
2023-05-05,32.88,33.08,32.6,33.005,33.005,924604
2023-05-08,33.01,33.18,32.835,33.0,33.0,968254
2023-05-09,32.8,33.53,32.645,33.3,33.3,1575341
2023-05-10,33.5,34.99,33.22,33.97,33.97,5432044
2023-05-11,34.11,35.8,33.935,35.78,35.78,5000607
2023-05-12,35.8,36.08,35.26,35.375,35.375,2654884
2023-05-15,35.565,36.7,35.42,35.78,35.78,4875242
2023-05-16,35.95,36.815,35.34,36.35,36.35,2770960
2023-05-17,36.48,36.68,35.87,36.44,36.44,2431179
2023-05-18,36.5,36.67,35.57,36.275,36.275,2168905
2023-05-19,36.5,38.515,36.5,38.345,38.345,6713256
2023-05-22,38.5,38.67,37.92,38.58,38.58,2029605
2023-05-23,38.7,38.99,37.865,37.865,37.865,2431959
2023-05-24,37.545,37.545,36.53,36.8,36.8,3976383
2023-05-25,37.0,37.0,33.81,34.265,34.265,6172396
2023-05-26,34.3,35.285,34.28,35.135,35.135,3551979
